STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,sex,Sex,age,Age class,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag),LAST UPDATE
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,ES,Spain,2011,,20.8,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,ES,Spain,2012,,22.8,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,ES,Spain,2013,,22.8,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,ES,Spain,2014,,20.5,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,ES,Spain,2015,,19.2,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,ES,Spain,2016,,17.4,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,ES,Spain,2017,,15.7,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,ES,Spain,2018,,14.7,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,ES,Spain,2019,,14.4,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,ES,Spain,2020,,17.3,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,ES,Spain,2021,,14.6,,b,break in time series,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,ES,Spain,2022,,12.2,,d,definition differs (see metadata),02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,ES,Spain,2023,,12.3,,d,definition differs (see metadata),02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,EU27_2020,European Union - 27 countries (from 2020),2009,,13.0,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,EU27_2020,European Union - 27 countries (from 2020),2010,,13.7,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,EU27_2020,European Union - 27 countries (from 2020),2011,,13.8,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,EU27_2020,European Union - 27 countries (from 2020),2012,,14.4,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,EU27_2020,European Union - 27 countries (from 2020),2013,,14.8,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,EU27_2020,European Union - 27 countries (from 2020),2014,,14.4,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,EU27_2020,European Union - 27 countries (from 2020),2015,,13.9,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,EU27_2020,European Union - 27 countries (from 2020),2016,,13.0,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,EU27_2020,European Union - 27 countries (from 2020),2017,,12.1,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,EU27_2020,European Union - 27 countries (from 2020),2018,,11.4,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,EU27_2020,European Union - 27 countries (from 2020),2019,,11.0,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,EU27_2020,European Union - 27 countries (from 2020),2020,,12.5,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,EU27_2020,European Union - 27 countries (from 2020),2021,,11.8,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,EU27_2020,European Union - 27 countries (from 2020),2022,,10.5,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,EU27_2020,European Union - 27 countries (from 2020),2023,,10.1,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,FI,Finland,2009,,10.0,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,FI,Finland,2010,,9.2,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,FI,Finland,2011,,8.8,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,FI,Finland,2012,,9.0,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,FI,Finland,2013,,10.0,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,FI,Finland,2014,,11.4,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,FI,Finland,2015,,11.2,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,FI,Finland,2016,,10.7,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,FI,Finland,2017,,9.9,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,FI,Finland,2018,,8.6,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,FI,Finland,2019,,8.3,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,FI,Finland,2020,,9.6,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,FI,Finland,2021,,9.7,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,FI,Finland,2022,,10.0,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,FI,Finland,2023,,9.2,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,FR,France,2003,,9.0,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,FR,France,2004,,9.1,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,FR,France,2005,,9.4,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,FR,France,2006,,9.4,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,FR,France,2007,,9.1,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,FR,France,2008,,9.1,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,FR,France,2009,,11.3,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,FR,France,2010,,11.3,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,FR,France,2011,,10.9,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,FR,France,2012,,11.7,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,FR,France,2013,,12.3,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,FR,France,2014,,12.9,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,FR,France,2015,,13.4,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,FR,France,2016,,12.9,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,FR,France,2017,,12.7,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,FR,France,2018,,12.6,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,FR,France,2019,,12.1,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,FR,France,2020,,13.1,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,FR,France,2021,,12.5,,d,definition differs (see metadata),02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,FR,France,2022,,11.9,,d,definition differs (see metadata),02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,FR,France,2023,,12.2,,d,definition differs (see metadata),02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,HR,Croatia,2009,,12.6,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,HR,Croatia,2010,,18.0,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,HR,Croatia,2011,,19.3,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,HR,Croatia,2012,,20.0,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,HR,Croatia,2013,,22.5,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,HR,Croatia,2014,,22.4,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,HR,Croatia,2015,,20.5,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,HR,Croatia,2016,,19.5,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,HR,Croatia,2017,,16.7,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,HR,Croatia,2018,,13.6,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,HR,Croatia,2019,,12.2,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,HR,Croatia,2020,,13.3,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,HR,Croatia,2021,,13.8,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,HR,Croatia,2022,,11.5,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,HR,Croatia,2023,,11.0,,b,break in time series,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,HU,Hungary,2009,,14.1,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,HU,Hungary,2010,,14.3,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,HU,Hungary,2011,,13.7,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,HU,Hungary,2012,,15.3,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,HU,Hungary,2013,,14.5,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,HU,Hungary,2014,,12.2,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,HU,Hungary,2015,,11.1,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,HU,Hungary,2016,,9.6,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,HU,Hungary,2017,,7.9,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,HU,Hungary,2018,,7.5,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,HU,Hungary,2019,,8.7,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,HU,Hungary,2020,,10.0,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,HU,Hungary,2021,,8.7,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,HU,Hungary,2022,,8.3,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,HU,Hungary,2023,,8.7,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,IE,Ireland,2009,,22.0,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,IE,Ireland,2010,,23.2,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,IE,Ireland,2011,,23.8,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,IE,Ireland,2012,,23.0,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,IE,Ireland,2013,,19.0,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,IE,Ireland,2014,,17.3,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,IE,Ireland,2015,,16.3,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,IE,Ireland,2016,,14.3,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,IE,Ireland,2017,,11.8,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,IE,Ireland,2018,,10.7,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,IE,Ireland,2019,,10.5,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,IE,Ireland,2020,,13.8,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,IE,Ireland,2021,,9.9,,b,break in time series,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,IE,Ireland,2022,,7.7,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,IE,Ireland,2023,,8.3,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,IS,Iceland,2009,,10.2,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,IS,Iceland,2010,,9.1,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,IS,Iceland,2011,,7.4,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,IS,Iceland,2012,,7.5,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,IS,Iceland,2013,,6.8,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,IS,Iceland,2014,,7.2,,,,02/05/24 23:00:00
dataflow,ESTAT:SDG_08_20(1.0),Young people neither in employment nor in education and training by sex (NEET),A,Annual,M,Males,Y15-29,From 15 to 29 years,PC_POP,Percentage of total population,IS,Iceland,2015,,5.6,,,,02/05/24 23:00:00
